complexity_metric,ml_metric,correlation,p_value,abs_correlation
Borderline,SVM-Linear_accuracy,-0.5671964372836307,0.0038474453021838727,0.5671964372836307
N1,SVM-Linear_accuracy,-0.5645853709495738,0.004050993310583588,0.5645853709495738
kDN,SVM-Linear_accuracy,-0.561226947234165,0.004326082312281662,0.561226947234165
CM,SVM-Linear_accuracy,-0.5363204582969877,0.006899554765908842,0.5363204582969877
R,SVM-Linear_accuracy,-0.5363204582969877,0.006899554765908842,0.5363204582969877
D3,SVM-Linear_accuracy,-0.5363204582969876,0.006899554765908871,0.5363204582969876
N3,SVM-Linear_accuracy,-0.5188089020534781,0.009387696694397337,0.5188089020534781
F1v,SVM-Linear_f1,-0.967111326762423,1.4411308302738748e-14,0.967111326762423
F1,SVM-Linear_f1,-0.9581724091573469,1.946266038803774e-13,0.9581724091573469
N4,SVM-Linear_f1,-0.953756944648654,5.749955306098795e-13,0.953756944648654
F2,SVM-Linear_f1,-0.9029554481061524,1.572216562540121e-09,0.9029554481061524
F4,SVM-Linear_f1,-0.8333211239657805,4.3016847320557496e-07,0.8333211239657805
F3,SVM-Linear_f1,-0.800680171208317,2.6154930589105085e-06,0.800680171208317
LSC,SVM-Linear_f1,-0.7641245341278595,1.3862574708009584e-05,0.7641245341278595
N2,SVM-Linear_f1,-0.6978502206840385,0.0001499435886253693,0.6978502206840385
Clust,SVM-Linear_f1,-0.6191006782397486,0.001257078344208439,0.6191006782397486
ONB,SVM-Linear_f1,-0.6161568706555173,0.0013463717183200441,0.6161568706555173
D. Over.,SVM-Linear_f1,-0.5847040733919828,0.0026930517751256513,0.5847040733919828
Borderline,SVM-Linear_f1,-0.5618913347074848,0.004270448907682245,0.5618913347074848
N1,SVM-Linear_f1,-0.5594370711499235,0.004479004955756013,0.5594370711499235
kDN,SVM-Linear_f1,-0.555702511467772,0.004812763482291803,0.555702511467772
CM,SVM-Linear_f1,-0.531174034326062,0.007565683638689639,0.531174034326062
D3,SVM-Linear_f1,-0.531174034326062,0.007565683638689639,0.531174034326062
R,SVM-Linear_f1,-0.531174034326062,0.007565683638689639,0.531174034326062
N3,SVM-Linear_f1,-0.5137822766517868,0.010225617041327892,0.5137822766517868
N4,SVM-Linear_precision,-0.9371352826630548,1.5586621809263947e-11,0.9371352826630548
F1v,SVM-Linear_precision,-0.9284882362133416,6.175981810432757e-11,0.9284882362133416
F1,SVM-Linear_precision,-0.9236215137252031,1.2451777272571572e-10,0.9236215137252031
F2,SVM-Linear_precision,-0.843519236923405,2.2585089527816034e-07,0.843519236923405
F4,SVM-Linear_precision,-0.7917942089487159,4.041627012790348e-06,0.7917942089487159
LSC,SVM-Linear_precision,-0.7752253000896885,8.630608182493535e-06,0.7752253000896885
F3,SVM-Linear_precision,-0.7691306404481038,1.1231061881980873e-05,0.7691306404481038
N2,SVM-Linear_precision,-0.7312502638631722,4.9192991078800095e-05,0.7312502638631722
Clust,SVM-Linear_precision,-0.6454007495333369,0.0006598724787947301,0.6454007495333369
ONB,SVM-Linear_precision,-0.6422184022422405,0.0007156393736592723,0.6422184022422405
D. Over.,SVM-Linear_precision,-0.6105834257628329,0.0015303697824499752,0.6105834257628329
Borderline,SVM-Linear_precision,-0.5860012603998495,0.0026207288591421542,0.5860012603998495
N1,SVM-Linear_precision,-0.5824683681599615,0.0028216761555825975,0.5824683681599615
kDN,SVM-Linear_precision,-0.5804878028258746,0.002939936325579525,0.5804878028258746
CM,SVM-Linear_precision,-0.5546144393741673,0.004913846842996556,0.5546144393741673
D3,SVM-Linear_precision,-0.5546144393741673,0.004913846842996556,0.5546144393741673
R,SVM-Linear_precision,-0.5546144393741673,0.004913846842996556,0.5546144393741673
N3,SVM-Linear_precision,-0.5368599951973735,0.006832647610242172,0.5368599951973735
F1v,SVM-Linear_recall,-0.960997020929379,9.139195578177095e-14,0.960997020929379
F1,SVM-Linear_recall,-0.9536294114350424,5.923282341433752e-13,0.9536294114350424
N4,SVM-Linear_recall,-0.9526946871281616,7.345209140566578e-13,0.9526946871281616
F2,SVM-Linear_recall,-0.8935712674050555,4.149055994669781e-09,0.8935712674050555
F4,SVM-Linear_recall,-0.827791802973949,5.99353509929677e-07,0.827791802973949
F3,SVM-Linear_recall,-0.7972808663173921,3.0970081680438184e-06,0.7972808663173921
LSC,SVM-Linear_recall,-0.7688691856849208,1.1356669377488159e-05,0.7688691856849208
N2,SVM-Linear_recall,-0.7051305499827865,0.00011912109867796536,0.7051305499827865
Clust,SVM-Linear_recall,-0.6251207915099788,0.001090163537389717,0.6251207915099788
ONB,SVM-Linear_recall,-0.6220712986820485,0.0011721655936540781,0.6220712986820485
D. Over.,SVM-Linear_recall,-0.5905014382508734,0.00238246546887578,0.5905014382508734
Borderline,SVM-Linear_recall,-0.5671964372836307,0.0038474453021838727,0.5671964372836307
N1,SVM-Linear_recall,-0.5645853709495738,0.004050993310583588,0.5645853709495738
kDN,SVM-Linear_recall,-0.561226947234165,0.004326082312281662,0.561226947234165
CM,SVM-Linear_recall,-0.5363204582969877,0.006899554765908842,0.5363204582969877
R,SVM-Linear_recall,-0.5363204582969877,0.006899554765908842,0.5363204582969877
D3,SVM-Linear_recall,-0.5363204582969876,0.006899554765908871,0.5363204582969876
N3,SVM-Linear_recall,-0.5188089020534781,0.009387696694397337,0.5188089020534781
F1v,SVM-Linear_balanced_accuracy,-0.9609970209293791,9.139195578177095e-14,0.9609970209293791
F1,SVM-Linear_balanced_accuracy,-0.9536294114350425,5.923282341433445e-13,0.9536294114350425
N4,SVM-Linear_balanced_accuracy,-0.9526946871281616,7.345209140566578e-13,0.9526946871281616
F2,SVM-Linear_balanced_accuracy,-0.8935712674050555,4.149055994669781e-09,0.8935712674050555
F4,SVM-Linear_balanced_accuracy,-0.827791802973949,5.99353509929677e-07,0.827791802973949
F3,SVM-Linear_balanced_accuracy,-0.7972808663173921,3.0970081680438184e-06,0.7972808663173921
LSC,SVM-Linear_balanced_accuracy,-0.7688691856849208,1.1356669377488159e-05,0.7688691856849208
N2,SVM-Linear_balanced_accuracy,-0.7051305499827866,0.00011912109867796536,0.7051305499827866
Clust,SVM-Linear_balanced_accuracy,-0.6251207915099788,0.001090163537389717,0.6251207915099788
ONB,SVM-Linear_balanced_accuracy,-0.6220712986820485,0.0011721655936540781,0.6220712986820485
D. Over.,SVM-Linear_balanced_accuracy,-0.5905014382508735,0.00238246546887578,0.5905014382508735
Borderline,SVM-Linear_balanced_accuracy,-0.5671964372836308,0.0038474453021838727,0.5671964372836308
N1,SVM-Linear_balanced_accuracy,-0.5645853709495738,0.004050993310583588,0.5645853709495738
kDN,SVM-Linear_balanced_accuracy,-0.5612269472341651,0.004326082312281643,0.5612269472341651
CM,SVM-Linear_balanced_accuracy,-0.5363204582969877,0.006899554765908842,0.5363204582969877
R,SVM-Linear_balanced_accuracy,-0.5363204582969877,0.006899554765908842,0.5363204582969877
D3,SVM-Linear_balanced_accuracy,-0.5363204582969876,0.006899554765908871,0.5363204582969876
N3,SVM-Linear_balanced_accuracy,-0.5188089020534781,0.009387696694397337,0.5188089020534781
N2,RandomForest_accuracy,-0.9656822355089592,2.285683990206677e-14,0.9656822355089592
Clust,RandomForest_accuracy,-0.96118780247249,8.667007035255241e-14,0.96118780247249
ONB,RandomForest_accuracy,-0.9601790227392364,1.1439504868913423e-13,0.9601790227392364
D. Over.,RandomForest_accuracy,-0.9384800413293075,1.2365216672549371e-11,0.9384800413293075
Borderline,RandomForest_accuracy,-0.9341811727311129,2.5473002959184154e-11,0.9341811727311129
N1,RandomForest_accuracy,-0.9320644260835655,3.572405587977629e-11,0.9320644260835655
kDN,RandomForest_accuracy,-0.9311934184405091,4.09293462211814e-11,0.9311934184405091
CM,RandomForest_accuracy,-0.9208023935228261,1.830533965037151e-10,0.9208023935228261
D3,RandomForest_accuracy,-0.920802393522826,1.830533965037151e-10,0.920802393522826
R,RandomForest_accuracy,-0.920802393522826,1.830533965037151e-10,0.920802393522826
N3,RandomForest_accuracy,-0.911784389831314,5.742858721113867e-10,0.911784389831314
N4,RandomForest_accuracy,-0.851387229452131,1.3308172154793423e-07,0.851387229452131
F4,RandomForest_accuracy,-0.822755497987898,8.02715865392225e-07,0.822755497987898
LSC,RandomForest_accuracy,-0.800157497255763,2.6848976772666187e-06,0.800157497255763
F3,RandomForest_accuracy,-0.787417672492734,4.9701388668835894e-06,0.787417672492734
F1,RandomForest_accuracy,-0.7442249021459817,3.051847527537492e-05,0.7442249021459817
F2,RandomForest_accuracy,-0.689858739893815,0.00019159071831823232,0.689858739893815
F1v,RandomForest_accuracy,-0.6762176305347796,0.0002862002163321767,0.6762176305347796
N2,RandomForest_f1,-0.9653825350459183,2.5115953365720075e-14,0.9653825350459183
Clust,RandomForest_f1,-0.9603147537875104,1.1024804617282706e-13,0.9603147537875104
ONB,RandomForest_f1,-0.9592749154090243,1.4582328180522618e-13,0.9592749154090243
D. Over.,RandomForest_f1,-0.9377507182752058,1.4028521311391204e-11,0.9377507182752058
Borderline,RandomForest_f1,-0.9331417375435849,3.0116539630728307e-11,0.9331417375435849
N1,RandomForest_f1,-0.9309979878809643,4.2187470413759515e-11,0.9309979878809643
kDN,RandomForest_f1,-0.9301929721808673,4.774669902792712e-11,0.9301929721808673
CM,RandomForest_f1,-0.9195184249241264,2.1715017648440652e-10,0.9195184249241264
D3,RandomForest_f1,-0.9195184249241263,2.17150176484413e-10,0.9195184249241263
R,RandomForest_f1,-0.9195184249241263,2.17150176484413e-10,0.9195184249241263
N3,RandomForest_f1,-0.9104015943446846,6.769711136363417e-10,0.9104015943446846
N4,RandomForest_f1,-0.8522909547414117,1.249968456561444e-07,0.8522909547414117
F4,RandomForest_f1,-0.82301008495173,7.911213712922491e-07,0.82301008495173
LSC,RandomForest_f1,-0.8005709441407023,2.6298637462009285e-06,0.8005709441407023
F3,RandomForest_f1,-0.7876777471473668,4.910089506805129e-06,0.7876777471473668
F1,RandomForest_f1,-0.7454355409735565,2.9147334095090796e-05,0.7454355409735565
F2,RandomForest_f1,-0.690834775559032,0.0001860161900376075,0.690834775559032
F1v,RandomForest_f1,-0.677704627536355,0.0002742238012533165,0.677704627536355
Clust,RandomForest_precision,-0.9690946162425935,7.337896440008905e-15,0.9690946162425935
N2,RandomForest_precision,-0.9684996967189627,9.025221316426991e-15,0.9684996967189627
ONB,RandomForest_precision,-0.9682753079469923,9.747978287417005e-15,0.9682753079469923
D. Over.,RandomForest_precision,-0.9475100537190605,2.2505410481698754e-12,0.9475100537190605
Borderline,RandomForest_precision,-0.9454275935784225,3.419095530185146e-12,0.9454275935784225
N1,RandomForest_precision,-0.9433239758920389,5.132284821748295e-12,0.9433239758920389
kDN,RandomForest_precision,-0.9420596436856435,6.503249212564794e-12,0.9420596436856435
CM,RandomForest_precision,-0.9334352474054328,2.8733470199875636e-11,0.9334352474054328
R,RandomForest_precision,-0.9334352474054328,2.8733470199875636e-11,0.9334352474054328
D3,RandomForest_precision,-0.9334352474054326,2.8733470199876647e-11,0.9334352474054326
N3,RandomForest_precision,-0.9252171930665114,9.946071375648493e-11,0.9252171930665114
N4,RandomForest_precision,-0.8404917383390345,2.7472956026333616e-07,0.8404917383390345
F4,RandomForest_precision,-0.8183714250167793,1.0276373737261955e-06,0.8183714250167793
LSC,RandomForest_precision,-0.7914665839002524,4.105369050886481e-06,0.7914665839002524
F3,RandomForest_precision,-0.7810448183077109,6.66060958228408e-06,0.7810448183077109
F1,RandomForest_precision,-0.7302380075929227,5.1002265407451344e-05,0.7302380075929227
F2,RandomForest_precision,-0.6790439280364705,0.00026381240179544277,0.6790439280364705
F1v,RandomForest_precision,-0.6602887902885308,0.0004459088625810261,0.6602887902885308
N2,RandomForest_recall,-0.9656822355089592,2.285683990206677e-14,0.9656822355089592
Clust,RandomForest_recall,-0.96118780247249,8.667007035255241e-14,0.96118780247249
ONB,RandomForest_recall,-0.9601790227392364,1.1439504868913423e-13,0.9601790227392364
D. Over.,RandomForest_recall,-0.9384800413293075,1.2365216672549371e-11,0.9384800413293075
Borderline,RandomForest_recall,-0.9341811727311129,2.5473002959184154e-11,0.9341811727311129
N1,RandomForest_recall,-0.9320644260835655,3.572405587977629e-11,0.9320644260835655
kDN,RandomForest_recall,-0.9311934184405091,4.09293462211814e-11,0.9311934184405091
CM,RandomForest_recall,-0.9208023935228261,1.830533965037151e-10,0.9208023935228261
D3,RandomForest_recall,-0.920802393522826,1.830533965037151e-10,0.920802393522826
R,RandomForest_recall,-0.920802393522826,1.830533965037151e-10,0.920802393522826
N3,RandomForest_recall,-0.911784389831314,5.742858721113867e-10,0.911784389831314
N4,RandomForest_recall,-0.851387229452131,1.3308172154793423e-07,0.851387229452131
F4,RandomForest_recall,-0.822755497987898,8.02715865392225e-07,0.822755497987898
LSC,RandomForest_recall,-0.800157497255763,2.6848976772666187e-06,0.800157497255763
F3,RandomForest_recall,-0.787417672492734,4.9701388668835894e-06,0.787417672492734
F1,RandomForest_recall,-0.7442249021459817,3.051847527537492e-05,0.7442249021459817
F2,RandomForest_recall,-0.689858739893815,0.00019159071831823232,0.689858739893815
F1v,RandomForest_recall,-0.6762176305347796,0.0002862002163321767,0.6762176305347796
N2,RandomForest_balanced_accuracy,-0.9656822355089589,2.285683990206836e-14,0.9656822355089589
Clust,RandomForest_balanced_accuracy,-0.96118780247249,8.667007035255241e-14,0.96118780247249
ONB,RandomForest_balanced_accuracy,-0.9601790227392364,1.1439504868913423e-13,0.9601790227392364
D. Over.,RandomForest_balanced_accuracy,-0.9384800413293075,1.2365216672549371e-11,0.9384800413293075
Borderline,RandomForest_balanced_accuracy,-0.9341811727311129,2.5473002959184154e-11,0.9341811727311129
N1,RandomForest_balanced_accuracy,-0.9320644260835655,3.572405587977629e-11,0.9320644260835655
kDN,RandomForest_balanced_accuracy,-0.931193418440509,4.09293462211828e-11,0.931193418440509
D3,RandomForest_balanced_accuracy,-0.920802393522826,1.830533965037151e-10,0.920802393522826
R,RandomForest_balanced_accuracy,-0.920802393522826,1.830533965037151e-10,0.920802393522826
CM,RandomForest_balanced_accuracy,-0.920802393522826,1.830533965037151e-10,0.920802393522826
N3,RandomForest_balanced_accuracy,-0.911784389831314,5.742858721113867e-10,0.911784389831314
N4,RandomForest_balanced_accuracy,-0.851387229452131,1.3308172154793423e-07,0.851387229452131
F4,RandomForest_balanced_accuracy,-0.8227554979878982,8.027158653922149e-07,0.8227554979878982
LSC,RandomForest_balanced_accuracy,-0.800157497255763,2.6848976772666187e-06,0.800157497255763
F3,RandomForest_balanced_accuracy,-0.7874176724927341,4.9701388668835894e-06,0.7874176724927341
F1,RandomForest_balanced_accuracy,-0.7442249021459817,3.051847527537492e-05,0.7442249021459817
F2,RandomForest_balanced_accuracy,-0.689858739893815,0.00019159071831823232,0.689858739893815
F1v,RandomForest_balanced_accuracy,-0.6762176305347796,0.0002862002163321767,0.6762176305347796
ONB,GradientBoosting_accuracy,-0.9865158139730545,8.675186357997253e-19,0.9865158139730545
Clust,GradientBoosting_accuracy,-0.9851191449173141,2.5486861893549246e-18,0.9851191449173141
Borderline,GradientBoosting_accuracy,-0.9824859915244135,1.5113765960093778e-17,0.9824859915244135
N1,GradientBoosting_accuracy,-0.9811978195770482,3.27972697925692e-17,0.9811978195770482
kDN,GradientBoosting_accuracy,-0.9790993510795475,1.0401401752552426e-16,0.9790993510795475
D. Over.,GradientBoosting_accuracy,-0.9781744484639121,1.6676074792000284e-16,0.9781744484639121
CM,GradientBoosting_accuracy,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
D3,GradientBoosting_accuracy,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
R,GradientBoosting_accuracy,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
N3,GradientBoosting_accuracy,-0.9718523709243616,2.658372289348228e-15,0.9718523709243616
N2,GradientBoosting_accuracy,-0.9681740397966472,1.0091025304989636e-14,0.9681740397966472
F4,GradientBoosting_accuracy,-0.7702226042096139,1.0719648434698643e-05,0.7702226042096139
N4,GradientBoosting_accuracy,-0.76475497346955,1.3503687491980463e-05,0.76475497346955
F3,GradientBoosting_accuracy,-0.7219173792085366,6.82313100403277e-05,0.7219173792085366
LSC,GradientBoosting_accuracy,-0.7157127333856468,8.421484128145015e-05,0.7157127333856468
F1,GradientBoosting_accuracy,-0.6395448969109775,0.0007655850879008599,0.6395448969109775
F2,GradientBoosting_accuracy,-0.6039390776891913,0.0017774360007810845,0.6039390776891913
F1v,GradientBoosting_accuracy,-0.5693838629577348,0.0036836300387091668,0.5693838629577348
ONB,GradientBoosting_f1,-0.9865215098789795,8.63518842792284e-19,0.9865215098789795
Clust,GradientBoosting_f1,-0.9851391713538677,2.5114412085644064e-18,0.9851391713538677
Borderline,GradientBoosting_f1,-0.982524875395548,1.475138026683261e-17,0.982524875395548
N1,GradientBoosting_f1,-0.9812277406447935,3.223215658587512e-17,0.9812277406447935
kDN,GradientBoosting_f1,-0.9791678056989155,1.0035917503931132e-16,0.9791678056989155
D. Over.,GradientBoosting_f1,-0.9783563068698125,1.5222527930941765e-16,0.9783563068698125
CM,GradientBoosting_f1,-0.977169129094589,2.723975130224292e-16,0.977169129094589
D3,GradientBoosting_f1,-0.977169129094589,2.723975130224292e-16,0.977169129094589
R,GradientBoosting_f1,-0.977169129094589,2.723975130224292e-16,0.977169129094589
N3,GradientBoosting_f1,-0.9717533302699505,2.76182404070085e-15,0.9717533302699505
N2,GradientBoosting_f1,-0.9683586003826785,9.47378681738771e-15,0.9683586003826785
F4,GradientBoosting_f1,-0.7704386018566058,1.0620965269185134e-05,0.7704386018566058
N4,GradientBoosting_f1,-0.765121673637995,1.3298738621734642e-05,0.765121673637995
F3,GradientBoosting_f1,-0.7220606358782923,6.789614670701656e-05,0.7220606358782923
LSC,GradientBoosting_f1,-0.7159070387128044,8.366847428004337e-05,0.7159070387128044
F1,GradientBoosting_f1,-0.6399184099648627,0.000758431670529076,0.6399184099648627
F2,GradientBoosting_f1,-0.6042441982885788,0.0017653876264520647,0.6042441982885788
F1v,GradientBoosting_f1,-0.5697754305506558,0.003654936316995065,0.5697754305506558
ONB,GradientBoosting_precision,-0.9867147863856256,7.373251205702466e-19,0.9867147863856256
Clust,GradientBoosting_precision,-0.9852599127079692,2.2971650921602315e-18,0.9852599127079692
Borderline,GradientBoosting_precision,-0.9831877632535407,9.669840302774035e-18,0.9831877632535407
N1,GradientBoosting_precision,-0.9818105347278043,2.2845251694932033e-17,0.9818105347278043
kDN,GradientBoosting_precision,-0.9793552138605774,9.09415913578868e-17,0.9793552138605774
D3,GradientBoosting_precision,-0.978785067803126,1.223943127945157e-16,0.978785067803126
CM,GradientBoosting_precision,-0.978785067803126,1.223943127945157e-16,0.978785067803126
R,GradientBoosting_precision,-0.978785067803126,1.223943127945157e-16,0.978785067803126
D. Over.,GradientBoosting_precision,-0.9773219995482207,2.531719125826179e-16,0.9773219995482207
N3,GradientBoosting_precision,-0.9737484589959371,1.2453096608603352e-15,0.9737484589959371
N2,GradientBoosting_precision,-0.9661481225212186,1.9708736112133153e-14,0.9661481225212186
F4,GradientBoosting_precision,-0.7666980947859652,1.2448658776248986e-05,0.7666980947859652
N4,GradientBoosting_precision,-0.7597911832524462,1.6566052711314423e-05,0.7597911832524462
F3,GradientBoosting_precision,-0.7178343941773722,7.84149173046733e-05,0.7178343941773722
LSC,GradientBoosting_precision,-0.7111291464153098,9.804356212781853e-05,0.7111291464153098
F1,GradientBoosting_precision,-0.6340471812814665,0.0008778022021365788,0.6340471812814665
F2,GradientBoosting_precision,-0.5995617061548029,0.0019581673540521494,0.5995617061548029
F1v,GradientBoosting_precision,-0.5636659579239092,0.004124794151542453,0.5636659579239092
ONB,GradientBoosting_recall,-0.9865158139730545,8.675186357997253e-19,0.9865158139730545
Clust,GradientBoosting_recall,-0.9851191449173141,2.5486861893549246e-18,0.9851191449173141
Borderline,GradientBoosting_recall,-0.9824859915244135,1.5113765960093778e-17,0.9824859915244135
N1,GradientBoosting_recall,-0.9811978195770482,3.27972697925692e-17,0.9811978195770482
kDN,GradientBoosting_recall,-0.9790993510795475,1.0401401752552426e-16,0.9790993510795475
D. Over.,GradientBoosting_recall,-0.9781744484639121,1.6676074792000284e-16,0.9781744484639121
CM,GradientBoosting_recall,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
D3,GradientBoosting_recall,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
R,GradientBoosting_recall,-0.9772357757682771,2.6385859812075363e-16,0.9772357757682771
N3,GradientBoosting_recall,-0.9718523709243616,2.658372289348228e-15,0.9718523709243616
N2,GradientBoosting_recall,-0.9681740397966472,1.0091025304989636e-14,0.9681740397966472
F4,GradientBoosting_recall,-0.7702226042096139,1.0719648434698643e-05,0.7702226042096139
N4,GradientBoosting_recall,-0.76475497346955,1.3503687491980463e-05,0.76475497346955
F3,GradientBoosting_recall,-0.7219173792085366,6.82313100403277e-05,0.7219173792085366
LSC,GradientBoosting_recall,-0.7157127333856468,8.421484128145015e-05,0.7157127333856468
F1,GradientBoosting_recall,-0.6395448969109775,0.0007655850879008599,0.6395448969109775
F2,GradientBoosting_recall,-0.6039390776891913,0.0017774360007810845,0.6039390776891913
F1v,GradientBoosting_recall,-0.5693838629577348,0.0036836300387091668,0.5693838629577348
ONB,GradientBoosting_balanced_accuracy,-0.9865158139730544,8.675186357997253e-19,0.9865158139730544
Clust,GradientBoosting_balanced_accuracy,-0.985119144917314,2.5486861893553387e-18,0.985119144917314
Borderline,GradientBoosting_balanced_accuracy,-0.9824859915244134,1.5113765960095864e-17,0.9824859915244134
N1,GradientBoosting_balanced_accuracy,-0.9811978195770481,3.2797269792573434e-17,0.9811978195770481
kDN,GradientBoosting_balanced_accuracy,-0.9790993510795475,1.0401401752552426e-16,0.9790993510795475
D. Over.,GradientBoosting_balanced_accuracy,-0.9781744484639121,1.6676074792000284e-16,0.9781744484639121
CM,GradientBoosting_balanced_accuracy,-0.977235775768277,2.6385859812075363e-16,0.977235775768277
D3,GradientBoosting_balanced_accuracy,-0.977235775768277,2.6385859812075363e-16,0.977235775768277
R,GradientBoosting_balanced_accuracy,-0.977235775768277,2.6385859812075363e-16,0.977235775768277
N3,GradientBoosting_balanced_accuracy,-0.9718523709243616,2.658372289348228e-15,0.9718523709243616
N2,GradientBoosting_balanced_accuracy,-0.9681740397966472,1.0091025304989636e-14,0.9681740397966472
F4,GradientBoosting_balanced_accuracy,-0.7702226042096139,1.0719648434698643e-05,0.7702226042096139
N4,GradientBoosting_balanced_accuracy,-0.76475497346955,1.3503687491980463e-05,0.76475497346955
F3,GradientBoosting_balanced_accuracy,-0.7219173792085367,6.823131004032721e-05,0.7219173792085367
LSC,GradientBoosting_balanced_accuracy,-0.7157127333856468,8.421484128145015e-05,0.7157127333856468
F1,GradientBoosting_balanced_accuracy,-0.6395448969109774,0.0007655850879008599,0.6395448969109774
F2,GradientBoosting_balanced_accuracy,-0.6039390776891913,0.0017774360007810845,0.6039390776891913
F1v,GradientBoosting_balanced_accuracy,-0.5693838629577348,0.0036836300387091668,0.5693838629577348
F2,NaiveBayes_accuracy,-0.8869484871256818,7.807478485408526e-09,0.8869484871256818
F4,NaiveBayes_accuracy,-0.8721868988651172,2.8043003813108595e-08,0.8721868988651172
F1,NaiveBayes_accuracy,-0.8155878264740795,1.1980946930784748e-06,0.8155878264740795
F3,NaiveBayes_accuracy,-0.7995860382151114,2.7626498337205204e-06,0.7995860382151114
N4,NaiveBayes_accuracy,-0.7936790345912856,3.6916966598671402e-06,0.7936790345912856
F1v,NaiveBayes_accuracy,-0.7676324696871006,1.1967811468788444e-05,0.7676324696871006
LSC,NaiveBayes_accuracy,-0.6013340502390477,0.0018831896736761307,0.6013340502390477
Clust,NaiveBayes_accuracy,-0.5480220374780518,0.005565189843589347,0.5480220374780518
ONB,NaiveBayes_accuracy,-0.5456269455316702,0.005819073419642707,0.5456269455316702
N1,NaiveBayes_accuracy,-0.545096934961864,0.0058765463628446795,0.545096934961864
Borderline,NaiveBayes_accuracy,-0.540503933805821,0.006394797965367918,0.540503933805821
D. Over.,NaiveBayes_accuracy,-0.5384420895084084,0.0066395686055686805,0.5384420895084084
kDN,NaiveBayes_accuracy,-0.5349599058449068,0.007070706019207573,0.5349599058449068
CM,NaiveBayes_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
D3,NaiveBayes_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
R,NaiveBayes_accuracy,-0.5322878378225999,0.0074171551251147345,0.5322878378225999
N2,NaiveBayes_accuracy,-0.5279994709688927,0.008002671120845082,0.5279994709688927
N3,NaiveBayes_accuracy,-0.5256652218995591,0.008337208979550734,0.5256652218995591
F2,NaiveBayes_f1,-0.8870382676579278,7.742891692826917e-09,0.8870382676579278
F4,NaiveBayes_f1,-0.8719671452545144,2.8547526601062477e-08,0.8719671452545144
F1,NaiveBayes_f1,-0.8155800872429797,1.1986017609688827e-06,0.8155800872429797
F3,NaiveBayes_f1,-0.7992906119674104,2.8036248232503555e-06,0.7992906119674104
N4,NaiveBayes_f1,-0.7935056604454167,3.7227207108967588e-06,0.7935056604454167
F1v,NaiveBayes_f1,-0.7678094629451662,1.1878601666235709e-05,0.7678094629451662
LSC,NaiveBayes_f1,-0.6008768580036108,0.0019022925259772445,0.6008768580036108
Clust,NaiveBayes_f1,-0.5474853427802311,0.005621257840106849,0.5474853427802311
ONB,NaiveBayes_f1,-0.5450900788826238,0.005877292919537373,0.5450900788826238
N1,NaiveBayes_f1,-0.5445879943175703,0.00593218100599782,0.5445879943175703
Borderline,NaiveBayes_f1,-0.5400099140584909,0.006452747067722161,0.5400099140584909
D. Over.,NaiveBayes_f1,-0.5379568650626616,0.0066982948409781765,0.5379568650626616
kDN,NaiveBayes_f1,-0.5344435263153844,0.0071365842738022375,0.5344435263153844
CM,NaiveBayes_f1,-0.5317524867382616,0.007488239432553818,0.5317524867382616
D3,NaiveBayes_f1,-0.5317524867382616,0.007488239432553818,0.5317524867382616
R,NaiveBayes_f1,-0.5317524867382616,0.007488239432553818,0.5317524867382616
N2,NaiveBayes_f1,-0.5275423864867128,0.00806728482612996,0.5275423864867128
N3,NaiveBayes_f1,-0.5251192367249955,0.0084171120372468,0.5251192367249955
F2,NaiveBayes_precision,-0.8843398620753711,9.909058451792055e-09,0.8843398620753711
F4,NaiveBayes_precision,-0.8696563357949504,3.4367980487055804e-08,0.8696563357949504
F1,NaiveBayes_precision,-0.8110081298007432,1.5338340566390706e-06,0.8110081298007432
F3,NaiveBayes_precision,-0.7960664370548964,3.287231149745718e-06,0.7960664370548964
N4,NaiveBayes_precision,-0.7887710651560338,4.6646320177242265e-06,0.7887710651560338
F1v,NaiveBayes_precision,-0.7636907650231474,1.4114376087039252e-05,0.7636907650231474
LSC,NaiveBayes_precision,-0.5952659943636481,0.002150524873275867,0.5952659943636481
Clust,NaiveBayes_precision,-0.5456799106496191,0.005813355979106968,0.5456799106496191
N1,NaiveBayes_precision,-0.5435557782803287,0.006046371779951635,0.5435557782803287
ONB,NaiveBayes_precision,-0.5434140082871594,0.006062198017712348,0.5434140082871594
Borderline,NaiveBayes_precision,-0.5388975829016007,0.006584832536635459,0.5388975829016007
D. Over.,NaiveBayes_precision,-0.5364208680499185,0.006887061873244765,0.5364208680499185
kDN,NaiveBayes_precision,-0.5333304592035182,0.007280328042643773,0.5333304592035182
CM,NaiveBayes_precision,-0.5310303214402978,0.007585027252106366,0.5310303214402978
D3,NaiveBayes_precision,-0.5310303214402978,0.007585027252106366,0.5310303214402978
R,NaiveBayes_precision,-0.5310303214402978,0.007585027252106366,0.5310303214402978
N3,NaiveBayes_precision,-0.5246211510802898,0.008490559059625077,0.5246211510802898
